'1번째 선수
랭크(295) = "Unique"
OYear(295) = "<08>"
Team(295) = "STX"
종족(295) = "2"
공격력(295) = "850"
견제(295) = "750"
전략(295) = "550"
물량(295) = "850"
수비력(295) = "750"
정찰(295) = "600"
센스(295) = "800"
컨트롤(295) = "850"

'296번째 선수
이름(296) = "박종수"
랭크(296) = "Normal"
OYear(296) = "<08>"
Team(296) = "STX"
종족(296) = "3"
공격력(296) = "600"
견제(296) = "600"
전략(296) = "600"
물량(296) = "600"
수비력(296) = "550"
정찰(296) = "600"
센스(296) = "600"
컨트롤(296) = "600"

'297번째 선수
이름(297) = "서지수"
랭크(297) = "Normal"
OYear(297) = "<08>"
Team(297) = "STX"
종족(297) = "1"
공격력(297) = "550"
견제(297) = "450"
전략(297) = "450"
물량(297) = "400"
수비력(297) = "400"
정찰(297) = "450"
센스(297) = "400"
컨트롤(297) = "600"

'298번째 선수
이름(298) = "이신형"
랭크(298) = "Normal"
OYear(298) = "<08>"
Team(298) = "STX"
종족(298) = "1"
공격력(298) = "550"
견제(298) = "450"
전략(298) = "550"
물량(298) = "600"
수비력(298) = "600"
정찰(298) = "600"
센스(298) = "600"
컨트롤(298) = "500"

'299번째 선수
이름(299) = "조성호"
랭크(299) = "Normal"
OYear(299) = "<08>"
Team(299) = "STX"
종족(299) = "3"
공격력(299) = "550"
견제(299) = "450"
전략(299) = "450"
물량(299) = "550"
수비력(299) = "450"
정찰(299) = "450"
센스(299) = "450"
컨트롤(299) = "450"

'300번째 선수
이름(300) = "조일장"
랭크(300) = "Normal"
OYear(300) = "<08>"
Team(300) = "STX"
종족(300) = "2"
공격력(300) = "600"
견제(300) = "600"
전략(300) = "550"
물량(300) = "700"
수비력(300) = "500"
정찰(300) = "550"
센스(300) = "600"
컨트롤(300) = "550"

'301번째 선수
이름(301) = "진영수"
랭크(301) = "Normal"
OYear(301) = "<08>"
Team(301) = "STX"
종족(301) = "1"
공격력(301) = "700"
견제(301) = "750"
전략(301) = "600"
물량(301) = "650"
수비력(301) = "550"
정찰(301) = "650"
센스(301) = "650"
컨트롤(301) = "650"

'302번째 선수
이름(302) = "강민구"
랭크(302) = "Normal"
OYear(302) = "<08>"
Team(302) = "웅진"
종족(302) = "3"
공격력(302) = "550"
견제(302) = "500"
전략(302) = "450"
물량(302) = "650"
수비력(302) = "550"
정찰(302) = "700"
센스(302) = "700"
컨트롤(302) = "750"

'303번째 선수
이름(303) = "김남기"
랭크(303) = "Normal"
OYear(303) = "<08>"
Team(303) = "웅진"
종족(303) = "2"
공격력(303) = "550"
견제(303) = "600"
전략(303) = "500"
물량(303) = "600"
수비력(303) = "500"
정찰(303) = "500"
센스(303) = "550"
컨트롤(303) = "550"

'304번째 선수
이름(304) = "김동주"
랭크(304) = "Normal"
OYear(304) = "<08>"
Team(304) = "웅진"
종족(304) = "1"
공격력(304) = "650"
견제(304) = "600"
전략(304) = "500"
물량(304) = "600"
수비력(304) = "550"
정찰(304) = "500"
센스(304) = "550"
컨트롤(304) = "600"

'305번째 선수
이름(305) = "김명운"
랭크(305) = "Normal"
OYear(305) = "<08>"
Team(305) = "웅진"
종족(305) = "2"
공격력(305) = "550"
견제(305) = "650"
전략(305) = "600"
물량(305) = "700"
수비력(305) = "700"
정찰(305) = "650"
센스(305) = "650"
컨트롤(305) = "700"

'306번째 선수
이름(306) = "김승현"
랭크(306) = "Normal"
OYear(306) = "<08>"
Team(306) = "웅진"
종족(306) = "3"
공격력(306) = "650"
견제(306) = "600"
전략(306) = "600"
물량(306) = "650"
수비력(306) = "650"
정찰(306) = "550"
센스(306) = "550"
컨트롤(306) = "650"

'307번째 선수
이름(307) = "김인기"
랭크(307) = "Normal"
OYear(307) = "<08>"
Team(307) = "웅진"
종족(307) = "3"
공격력(307) = "550"
견제(307) = "500"
전략(307) = "550"
물량(307) = "650"
수비력(307) = "600"
정찰(307) = "500"
센스(307) = "450"
컨트롤(307) = "600"

'308번째 선수
이름(308) = "김준영"
랭크(308) = "Special"
OYear(308) = "<08>"
Team(308) = "웅진"
종족(308) = "2"
공격력(308) = "600"
견제(308) = "600"
전략(308) = "550"
물량(308) = "800"
수비력(308) = "750"
정찰(308) = "750"
센스(308) = "650"
컨트롤(308) = "650"

'309번째 선수
이름(309) = "문지훈"
랭크(309) = "Normal"
OYear(309) = "<08>"
Team(309) = "웅진"
종족(309) = "1"
공격력(309) = "600"
견제(309) = "500"
전략(309) = "550"
물량(309) = "600"
수비력(309) = "500"
정찰(309) = "550"
센스(309) = "500"
컨트롤(309) = "550"

'310번째 선수
이름(310) = "신정민"
랭크(310) = "Normal"
OYear(310) = "<08>"
Team(310) = "웅진"
종족(310) = "2"
공격력(310) = "650"
견제(310) = "550"
전략(310) = "400"
물량(310) = "750"
수비력(310) = "600"
정찰(310) = "550"
센스(310) = "500"
컨트롤(310) = "500"

'311번째 선수
이름(311) = "윤용태"
랭크(311) = "Special"
OYear(311) = "<08>"
Team(311) = "웅진"
종족(311) = "3"
공격력(311) = "550"
견제(311) = "550"
전략(311) = "650"
물량(311) = "700"
수비력(311) = "700"
정찰(311) = "750"
센스(311) = "600"
컨트롤(311) = "700"

'312번째 선수
이름(312) = "이동준"
랭크(312) = "Normal"
OYear(312) = "<08>"
Team(312) = "웅진"
종족(312) = "1"
공격력(312) = "600"
견제(312) = "550"
전략(312) = "600"
물량(312) = "550"
수비력(312) = "650"
정찰(312) = "500"
센스(312) = "500"
컨트롤(312) = "500"

'313번째 선수
이름(313) = "이형연"
랭크(313) = "Normal"
OYear(313) = "<08>"
Team(313) = "웅진"
종족(313) = "3"
공격력(313) = "550"
견제(313) = "500"
전략(313) = "450"
물량(313) = "550"
수비력(313) = "450"
정찰(313) = "450"
센스(313) = "450"
컨트롤(313) = "450"

'314번째 선수
이름(314) = "임진묵"
랭크(314) = "Normal"
OYear(314) = "<08>"
Team(314) = "웅진"
종족(314) = "1"
공격력(314) = "650"
견제(314) = "600"
전략(314) = "550"
물량(314) = "600"
수비력(314) = "500"
정찰(314) = "600"
센스(314) = "650"
컨트롤(314) = "600"

'315번째 선수
이름(315) = "정종현"
랭크(315) = "Normal"
OYear(315) = "<08>"
Team(315) = "웅진"
종족(315) = "1"
공격력(315) = "550"
견제(315) = "600"
전략(315) = "550"
물량(315) = "650"
수비력(315) = "550"
정찰(315) = "500"
센스(315) = "550"
컨트롤(315) = "550"

'316번째 선수
이름(316) = "고인규"
랭크(316) = "Normal"
OYear(316) = "<08>"
Team(316) = "SKT"
종족(316) = "1"
공격력(316) = "650"
견제(316) = "650"
전략(316) = "600"
물량(316) = "600"
수비력(316) = "550"
정찰(316) = "650"
센스(316) = "650"
컨트롤(316) = "650"

'317번째 선수
이름(317) = "권오혁"
랭크(317) = "Normal"
OYear(317) = "<08>"
Team(317) = "SKT"
종족(317) = "3"
공격력(317) = "600"
견제(317) = "550"
전략(317) = "600"
물량(317) = "650"
수비력(317) = "550"
정찰(317) = "600"
센스(317) = "500"
컨트롤(317) = "550"

'318번째 선수
이름(318) = "김성제"
랭크(318) = "Normal"
OYear(318) = "<08>"
Team(318) = "SKT"
종족(318) = "3"
공격력(318) = "450"
견제(318) = "750"
전략(318) = "550"
물량(318) = "450"
수비력(318) = "450"
정찰(318) = "500"
센스(318) = "500"
컨트롤(318) = "700"

'319번째 선수
이름(319) = "김택용"
랭크(319) = "Unique"
OYear(319) = "<08>"
Team(319) = "SKT"
종족(319) = "3"
공격력(319) = "650"
견제(319) = "850"
전략(319) = "700"
물량(319) = "800"
수비력(319) = "700"
정찰(319) = "800"
센스(319) = "850"
컨트롤(319) = "800"

'320번째 선수
이름(320) = "도재욱"
랭크(320) = "Unique"
OYear(320) = "<08>"
Team(320) = "SKT"
종족(320) = "3"
공격력(320) = "900"
견제(320) = "650"
전략(320) = "650"
물량(320) = "900"
수비력(320) = "650"
정찰(320) = "700"
센스(320) = "850"
컨트롤(320) = "700"

'321번째 선수
이름(321) = "박대경"
랭크(321) = "Normal"
OYear(321) = "<08>"
Team(321) = "SKT"
종족(321) = "3"
공격력(321) = "700"
견제(321) = "550"
전략(321) = "500"
물량(321) = "650"
수비력(321) = "450"
정찰(321) = "500"
센스(321) = "500"
컨트롤(321) = "550"

'322번째 선수
이름(322) = "박재혁"
랭크(322) = "Normal"
OYear(322) = "<08>"
Team(322) = "SKT"
종족(322) = "2"
공격력(322) = "650"
견제(322) = "600"
전략(322) = "500"
물량(322) = "600"
수비력(322) = "550"
정찰(322) = "550"
센스(322) = "650"
컨트롤(322) = "650"

'323번째 선수
이름(323) = "박태민"
랭크(323) = "Normal"
OYear(323) = "<08>"
Team(323) = "SKT"
종족(323) = "2"
공격력(323) = "500"
견제(323) = "550"
전략(323) = "500"
물량(323) = "700"
수비력(323) = "650"
정찰(323) = "650"
센스(323) = "550"
컨트롤(323) = "600"

'324번째 선수
이름(324) = "오충훈"
랭크(324) = "Normal"
OYear(324) = "<08>"
Team(324) = "SKT"
종족(324) = "1"
공격력(324) = "500"
견제(324) = "500"
전략(324) = "450"
물량(324) = "700"
수비력(324) = "700"
정찰(324) = "500"
센스(324) = "450"
컨트롤(324) = "500"

'325번째 선수
이름(325) = "윤종민"
랭크(325) = "Normal"
OYear(325) = "<08>"
Team(325) = "SKT"
종족(325) = "2"
공격력(325) = "550"
견제(325) = "550"
전략(325) = "500"
물량(325) = "650"
수비력(325) = "650"
정찰(325) = "600"
센스(325) = "550"
컨트롤(325) = "550"

'326번째 선수
이름(326) = "이승석"
랭크(326) = "Normal"
OYear(326) = "<08>"
Team(326) = "SKT"
종족(326) = "2"
공격력(326) = "500"
견제(326) = "550"
전략(326) = "500"
물량(326) = "600"
수비력(326) = "600"
정찰(326) = "600"
센스(326) = "550"
컨트롤(326) = "550"

'327번째 선수
이름(327) = "임요환"
랭크(327) = "Normal"
OYear(327) = "<08>"
Team(327) = "SKT"
종족(327) = "1"
공격력(327) = "600"
견제(327) = "600"
전략(327) = "750"
물량(327) = "550"
수비력(327) = "500"
정찰(327) = "500"
센스(327) = "650"
컨트롤(327) = "650"

'328번째 선수
이름(328) = "전상욱"
랭크(328) = "Normal"
OYear(328) = "<08>"
Team(328) = "SKT"
종족(328) = "1"
공격력(328) = "600"
견제(328) = "600"
전략(328) = "650"
물량(328) = "700"
수비력(328) = "650"
정찰(328) = "600"
센스(328) = "600"
컨트롤(328) = "600"

'329번째 선수
이름(329) = "정영철"
랭크(329) = "Normal"
OYear(329) = "<08>"
Team(329) = "SKT"
종족(329) = "2"
공격력(329) = "500"
견제(329) = "500"
전략(329) = "550"
물량(329) = "650"
수비력(329) = "650"
정찰(329) = "600"
센스(329) = "550"
컨트롤(329) = "650"

'330번째 선수
이름(330) = "최연성"
랭크(330) = "Normal"
OYear(330) = "<08>"
Team(330) = "SKT"
종족(330) = "1"
공격력(330) = "450"
견제(330) = "550"
전략(330) = "500"
물량(330) = "700"
수비력(330) = "650"
정찰(330) = "600"
센스(330) = "550"
컨트롤(330) = "550"

'331번째 선수
이름(331) = "강구열"
랭크(331) = "Normal"
OYear(331) = "<08>"
Team(331) = "MBC"
종족(331) = "1"
공격력(331) = "700"
견제(331) = "550"
전략(331) = "700"
물량(331) = "600"
수비력(331) = "500"
정찰(331) = "400"
센스(331) = "650"
컨트롤(331) = "550"

'332번째 선수
이름(332) = "고석현"
랭크(332) = "Normal"
OYear(332) = "<08>"
Team(332) = "MBC"
종족(332) = "2"
공격력(332) = "750"
견제(332) = "700"
전략(332) = "500"
물량(332) = "600"
수비력(332) = "500"
정찰(332) = "500"
센스(332) = "600"
컨트롤(332) = "600"

'333번째 선수
이름(333) = "김동현"
랭크(333) = "Normal"
OYear(333) = "<08>"
Team(333) = "MBC"
종족(333) = "2"
공격력(333) = "600"
견제(333) = "600"
전략(333) = "600"
물량(333) = "650"
수비력(333) = "650"
정찰(333) = "600"
센스(333) = "650"
컨트롤(333) = "600"

'334번째 선수
이름(334) = "김재훈"
랭크(334) = "Normal"
OYear(334) = "<08>"
Team(334) = "MBC"
종족(334) = "3"
공격력(334) = "600"
견제(334) = "550"
전략(334) = "550"
물량(334) = "750"
수비력(334) = "550"
정찰(334) = "550"
센스(334) = "600"
컨트롤(334) = "550"

'335번째 선수
이름(335) = "김태훈"
랭크(335) = "Normal"
OYear(335) = "<08>"
Team(335) = "MBC"
종족(335) = "2"
공격력(335) = "600"
견제(335) = "450"
전략(335) = "500"
물량(335) = "550"
수비력(335) = "550"
정찰(335) = "550"
센스(335) = "400"
컨트롤(335) = "600"

'336번째 선수
이름(336) = "민찬기"
랭크(336) = "Normal"
OYear(336) = "<08>"
Team(336) = "MBC"
종족(336) = "1"
공격력(336) = "700"
견제(336) = "700"
전략(336) = "650"
물량(336) = "600"
수비력(336) = "550"
정찰(336) = "600"
센스(336) = "600"
컨트롤(336) = "750"

'337번째 선수
이름(337) = "박수범"
랭크(337) = "Normal"
OYear(337) = "<08>"
Team(337) = "MBC"
종족(337) = "3"
공격력(337) = "550"
견제(337) = "450"
전략(337) = "450"
물량(337) = "650"
수비력(337) = "600"
정찰(337) = "550"
센스(337) = "600"
컨트롤(337) = "550"

'338번째 선수
이름(338) = "박지호"
랭크(338) = "Special"
OYear(338) = "<08>"
Team(338) = "MBC"
종족(338) = "3"
공격력(338) = "850"
견제(338) = "600"
전략(338) = "650"
물량(338) = "750"
수비력(338) = "650"
정찰(338) = "600"
센스(338) = "650"
컨트롤(338) = "550"

'339번째 선수
이름(339) = "서경종"
랭크(339) = "Normal"
OYear(339) = "<08>"
Team(339) = "MBC"
종족(339) = "2"
공격력(339) = "650"
견제(339) = "600"
전략(339) = "700"
물량(339) = "550"
수비력(339) = "550"
정찰(339) = "550"
센스(339) = "600"
컨트롤(339) = "650"

'340번째 선수
이름(340) = "염보성"
랭크(340) = "Special"
OYear(340) = "<08>"
Team(340) = "MBC"
종족(340) = "1"
공격력(340) = "700"
견제(340) = "700"
전략(340) = "600"
물량(340) = "750"
수비력(340) = "750"
정찰(340) = "700"
센스(340) = "650"
컨트롤(340) = "700"

'341번째 선수
이름(341) = "이재호"
랭크(341) = "Normal"
OYear(341) = "<08>"
Team(341) = "MBC"
종족(341) = "1"
공격력(341) = "550"
견제(341) = "650"
전략(341) = "700"
물량(341) = "550"
수비력(341) = "600"
정찰(341) = "650"
센스(341) = "650"
컨트롤(341) = "600"

'342번째 선수
이름(342) = "전흥식"
랭크(342) = "Normal"
OYear(342) = "<08>"
Team(342) = "MBC"
종족(342) = "3"
공격력(342) = "600"
견제(342) = "550"
전략(342) = "600"
물량(342) = "600"
수비력(342) = "450"
정찰(342) = "450"
센스(342) = "450"
컨트롤(342) = "550"

'343번째 선수
이름(343) = "구성훈"
랭크(343) = "Special"
OYear(343) = "<08>"
Team(343) = "르까프"
종족(343) = "1"
공격력(343) = "700"
견제(343) = "700"
전략(343) = "550"
물량(343) = "700"
수비력(343) = "650"
정찰(343) = "600"
센스(343) = "650"
컨트롤(343) = "650"

'344번째 선수
이름(344) = "김경모"
랭크(344) = "Normal"
OYear(344) = "<08>"
Team(344) = "르까프"
종족(344) = "2"
공격력(344) = "600"
견제(344) = "600"
전략(344) = "450"
물량(344) = "550"
수비력(344) = "550"
정찰(344) = "600"
센스(344) = "500"
컨트롤(344) = "600"

'345번째 선수
이름(345) = "김민혁"
랭크(345) = "Normal"
OYear(345) = "<08>"
Team(345) = "르까프"
종족(345) = "1"
공격력(345) = "450"
견제(345) = "450"
전략(345) = "450"
물량(345) = "450"
수비력(345) = "450"
정찰(345) = "500"
센스(345) = "550"
컨트롤(345) = "450"

'346번째 선수
이름(346) = "김정환"
랭크(346) = "Normal"
OYear(346) = "<08>"
Team(346) = "르까프"
종족(346) = "2"
공격력(346) = "600"
견제(346) = "650"
전략(346) = "600"
물량(346) = "500"
수비력(346) = "550"
정찰(346) = "500"
센스(346) = "500"
컨트롤(346) = "600"

'347번째 선수
이름(347) = "김태균"
랭크(347) = "Normal"
OYear(347) = "<08>"
Team(347) = "르까프"
종족(347) = "3"
공격력(347) = "600"
견제(347) = "500"
전략(347) = "450"
물량(347) = "550"
수비력(347) = "450"
정찰(347) = "450"
센스(347) = "450"
컨트롤(347) = "450"

'348번째 선수
이름(348) = "노영훈"
랭크(348) = "Normal"
OYear(348) = "<08>"
Team(348) = "르까프"
종족(348) = "3"
공격력(348) = "700"
견제(348) = "500"
전략(348) = "500"
물량(348) = "650"
수비력(348) = "500"
정찰(348) = "450"
센스(348) = "550"
컨트롤(348) = "550"

'349번째 선수
이름(349) = "박지수"
랭크(349) = "Unique"
OYear(349) = "<08>"
Team(349) = "르까프"
종족(349) = "1"
공격력(349) = "750"
견제(349) = "750"
전략(349) = "750"
물량(349) = "800"
수비력(349) = "850"
정찰(349) = "650"
센스(349) = "750"
컨트롤(349) = "700"

'350번째 선수
이름(350) = "손주흥"
랭크(350) = "Special"
OYear(350) = "<08>"
Team(350) = "르까프"
종족(350) = "1"
공격력(350) = "700"
견제(350) = "600"
전략(350) = "650"
물량(350) = "650"
수비력(350) = "650"
정찰(350) = "550"
센스(350) = "650"
컨트롤(350) = "750"

'351번째 선수
이름(351) = "손찬웅"
랭크(351) = "Normal"
OYear(351) = "<08>"
Team(351) = "르까프"
종족(351) = "3"
공격력(351) = "600"
견제(351) = "650"
전략(351) = "650"
물량(351) = "750"
수비력(351) = "450"
정찰(351) = "650"
센스(351) = "750"
컨트롤(351) = "600"

'352번째 선수
이름(352) = "이제동"
랭크(352) = "Unique"
OYear(352) = "<08>"
Team(352) = "르까프"
종족(352) = "2"
공격력(352) = "850"
견제(352) = "800"
전략(352) = "700"
물량(352) = "700"
수비력(352) = "650"
정찰(352) = "600"
센스(352) = "850"
컨트롤(352) = "850"

'353번째 선수
이름(353) = "이학주"
랭크(353) = "Normal"
OYear(353) = "<08>"
Team(353) = "르까프"
종족(353) = "1"
공격력(353) = "650"
견제(353) = "600"
전략(353) = "500"
물량(353) = "600"
수비력(353) = "650"
정찰(353) = "600"
센스(353) = "550"
컨트롤(353) = "600"

'354번째 선수
이름(354) = "황보건우"
랭크(354) = "Normal"
OYear(354) = "<08>"
Team(354) = "르까프"
종족(354) = "2"
공격력(354) = "450"
견제(354) = "500"
전략(354) = "450"
물량(354) = "600"
수비력(354) = "550"
정찰(354) = "550"
센스(354) = "450"
컨트롤(354) = "450"

'355번째 선수
이름(355) = "권수현"
랭크(355) = "Normal"
OYear(355) = "<08>"
Team(355) = "CJ"
종족(355) = "2"
공격력(355) = "550"
견제(355) = "550"
전략(355) = "500"
물량(355) = "550"
수비력(355) = "600"
정찰(355) = "550"
센스(355) = "500"
컨트롤(355) = "550"

'356번째 선수
이름(356) = "김국군"
랭크(356) = "Normal"
OYear(356) = "<08>"
Team(356) = "CJ"
종족(356) = "1"
공격력(356) = "600"
견제(356) = "650"
전략(356) = "500"
물량(356) = "500"
수비력(356) = "450"
정찰(356) = "500"
센스(356) = "500"
컨트롤(356) = "650"

'357번째 선수
이름(357) = "김민호"
랭크(357) = "Normal"
OYear(357) = "<08>"
Team(357) = "CJ"
종족(357) = "2"
